"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The cart badge disappears entirely (not just showing zero) once the cart is emptied","1388","Verify that the cart badge disappears entirely once the cart is emptied","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","cartBadgeDisappearsWhenCartBecomesEmpty"
"Checkout step one rejects submission when the last name is missing","1961","Verify that checkout step one rejects submission when the last name is missingg","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","checkoutRequiresLastName"
"Removing an item from the cart page decreases the item count","1561","Verify that removing an item from the cart page decreases the item count","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","canRemoveItemFromCart"
"Checkout step one rejects submission when the first name is missing","1779","Verify that checkout step one rejects submission when the first name is missing","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","checkoutRequiresFirstName"
"A full checkout with valid buyer info completes and shows the confirmation page","2097","Verify that a full checkout with valid buyer info completes and shows the confirmation page","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","canCompleteCheckoutWithValidInfo"
"Invalid credentials are rejected with the exact Swag Labs error message","1139","invalidLoginIsRejected(String, String, String) Verify that login is rejected for locked_out_user","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.LoginTests","com.swaglabs.tests.LoginTests","invalidLoginIsRejected"
"A standard user can log in and lands on the products page","1131","Verify that a standard user can log in and land on the products page","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.LoginTests","com.swaglabs.tests.LoginTests","standardUserCanLogIn"
"Adding a product from its details page also updates the cart badge","1346","Verify that adding a product from its details page also updates the cart badge","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","addingProductFromDetailsPageUpdatesCartBadge"
"Back Home from the order confirmation page returns to the full inventory","2011","Verify that Back Home from the order confirmation page returns to the full inventory","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","backHomeFromConfirmationReturnsToProducts"
"Cancel on the checkout overview (step two) returns to the full inventory","1912","Verify that Cancel on the checkout overview returns to the full inventory","","2026-09-14","failed","2026-09-14","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","cancelOnStepTwoReturnsToProducts"
"Reset App State (hamburger menu) clears any items previously added to the cart","6402","Verify that Reset App State clears any items previously added to the cart","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","resetAppStateClearsCart"
"Cancel on checkout step one returns to the cart, keeping its items","1529","Verify that Cancel on checkout step one returns to the cart, keeping its items","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","cancelOnStepOneReturnsToCart"
"Checkout step one rejects submission when the postal code is missing","1777","Verify that checkout step one rejects submission when the postal code is missing","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","checkoutRequiresPostalCode"
"Sorting by price, low to high, puts the cheapest item first","1198","Verify that sorting by price low to high puts the cheapest item first","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","canSortProductsByPriceLowToHigh"
"Opening a product from the inventory list shows its details page","1262","Verify that opening a product from the inventory list shows its details page","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","canOpenProductDetails"
"Continue Shopping returns from the cart to the full inventory pages","1387","Verify that Continue Shopping returns from the cart to the full inventory pagess","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","continueShoppingReturnsToProducts"
"Items added on the products page appear in the cart","1453","Verify that items added on the products page appear in the cartt","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","addedItemsAppearInCart"
"The order overview's subtotal, tax and total are all present and numerically consistent","1836","Verify that the order overview's subtotal, tax and total are numerically consistent","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","checkoutOverviewTotalsAreConsistent"
"Invalid credentials are rejected with the exact Swag Labs error message","1087","invalidLoginIsRejected(String, String, String) Verify that login is rejected for no_such_user","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.LoginTests","com.swaglabs.tests.LoginTests","invalidLoginIsRejected"
"A user can log out and log back in with the same credentials","1887","Verify that a user can log out and log back in with the same credentials","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.LoginTests","com.swaglabs.tests.LoginTests","canLogOutAndLogBackIn"
"Adding a product to the cart from the inventory list updates the cart badge","1214","Verify that adding a product to the cart from the inventory list updates the cart badge","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","addingProductUpdatesCartBadge"
"Invalid credentials are rejected with the exact Swag Labs error message","1058","invalidLoginIsRejected(String, String, String) Verify that login is rejected for standard_user","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.LoginTests","com.swaglabs.tests.LoginTests","invalidLoginIsRejected"
"Sorting by price, high to low, puts the priciest item first","1193","Verify that sorting by price high to low puts the priciest item first","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","canSortProductsByPriceHighToLow"
"Inventory page lists all six seeded products","1089","Verify that the inventory page lists all six seeded products","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","productsPageListsSixItems"
