"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The order overview's subtotal, tax and total are all present and numerically consistent","1782","checkoutOverviewTotalsAreConsistent()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","checkoutOverviewTotalsAreConsistent"
"Checkout step one rejects submission when the postal code is missing","1723","checkoutRequiresPostalCode()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","checkoutRequiresPostalCode"
"Invalid credentials are rejected with the exact Swag Labs error message","1113","invalidLoginIsRejected(String, String, String) no_such_user/secret_sauce -> ""Epic sadface: Username and password do not match any user in this service""","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.LoginTests","com.swaglabs.tests.LoginTests","invalidLoginIsRejected"
"Checkout step one rejects submission when the last name is missing","1704","checkoutRequiresLastName()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","checkoutRequiresLastName"
"Inventory page lists all six seeded products","1125","productsPageListsSixItems()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","productsPageListsSixItems"
"Cancel on checkout step one returns to the cart, keeping its items","1482","cancelOnStepOneReturnsToCart()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","cancelOnStepOneReturnsToCart"
"Removing an item from the cart page decreases the item count","1495","canRemoveItemFromCart()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","canRemoveItemFromCart"
"Back Home from the order confirmation page returns to the full inventory","1939","backHomeFromConfirmationReturnsToProducts()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","backHomeFromConfirmationReturnsToProducts"
"A full checkout with valid buyer info completes and shows the confirmation page","1957","canCompleteCheckoutWithValidInfo()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","canCompleteCheckoutWithValidInfo"
"Invalid credentials are rejected with the exact Swag Labs error message","1122","invalidLoginIsRejected(String, String, String) standard_user/ -> ""Epic sadface: Password is required""","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.LoginTests","com.swaglabs.tests.LoginTests","invalidLoginIsRejected"
"Checkout can be completed even when the cart is empty","1949","canCheckoutWithEmptyCart()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","canCheckoutWithEmptyCart"
"A standard user can log in and lands on the products page","1128","standardUserCanLogIn()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.LoginTests","com.swaglabs.tests.LoginTests","standardUserCanLogIn"
"Navigating directly to the inventory page without logging in is rejected","1141","cannotAccessInventoryPageDirectlyWithoutLogin()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.LoginTests","com.swaglabs.tests.LoginTests","cannotAccessInventoryPageDirectlyWithoutLogin"
"The cart badge disappears entirely (not just showing zero) once the cart is emptied","1373","cartBadgeDisappearsWhenCartBecomesEmpty()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","cartBadgeDisappearsWhenCartBecomesEmpty"
"Cancel on the checkout overview (step two) returns to the full inventory","2530","cancelOnStepTwoReturnsToProducts()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","cancelOnStepTwoReturnsToProducts"
"An item added to the cart survives a round trip through its product details page","1435","cartSurvivesProductDetailsRoundTrip()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","cartSurvivesProductDetailsRoundTrip"
"Items added on the products page appear in the cart","1395","addedItemsAppearInCart()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","addedItemsAppearInCart"
"A user can log out and log back in with the same credentials","1665","canLogOutAndLogBackIn()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.LoginTests","com.swaglabs.tests.LoginTests","canLogOutAndLogBackIn"
"Sorting by price, high to low, puts the priciest item first","1196","canSortProductsByPriceHighToLow()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","canSortProductsByPriceHighToLow"
"Reset App State (hamburger menu) clears any items previously added to the cart","11754","resetAppStateClearsCart()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","resetAppStateClearsCart"
