"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Adding every seeded product updates the cart badge to match the full count","1578","addingAllProductsUpdatesBadgeToSix()","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","addingAllProductsUpdatesBadgeToSix"
"Checkout step one rejects submission when the last name is missing","1367","checkoutRequiresLastName()","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","checkoutRequiresLastName"
"An item added to the cart survives a round trip through its product details page","1253","cartSurvivesProductDetailsRoundTrip()","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","cartSurvivesProductDetailsRoundTrip"
"The order overview's subtotal, tax and total are all present and numerically consistent","1444","checkoutOverviewTotalsAreConsistent()","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","checkoutOverviewTotalsAreConsistent"
"Inventory page lists all six seeded products","907","productsPageListsSixItems()","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","productsPageListsSixItems"
"Invalid credentials are rejected with the exact Swag Labs error message","893","invalidLoginIsRejected(String, String, String) no_such_user/secret_sauce -> ""Epic sadface: Username and password do not match any user in this service""","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.LoginTests","com.swaglabs.tests.LoginTests","invalidLoginIsRejected"
"A standard user can log in and lands on the products page","917","standardUserCanLogIn()","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.LoginTests","com.swaglabs.tests.LoginTests","standardUserCanLogIn"
"Items added on the products page appear in the cart","1204","addedItemsAppearInCart()","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","addedItemsAppearInCart"
"Sorting by price, low to high, puts the cheapest item first","993","canSortProductsByPriceLowToHigh()","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","canSortProductsByPriceLowToHigh"
"Opening a product from the inventory list shows its details page","1001","canOpenProductDetails()","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","canOpenProductDetails"
"Sorting by price, high to low, puts the priciest item first","962","canSortProductsByPriceHighToLow()","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","canSortProductsByPriceHighToLow"
"Adding a product to the cart from the inventory list updates the cart badge","1002","addingProductUpdatesCartBadge()","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","addingProductUpdatesCartBadge"
"Checkout can be completed even when the cart is empty","1678","canCheckoutWithEmptyCart()","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","canCheckoutWithEmptyCart"
"Removing an item from the cart page decreases the item count","1254","canRemoveItemFromCart()","","2026-09-09","passed","2026-09-09","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","canRemoveItemFromCart"
