"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"A user can log out and log back in with the same credentials","1428","Verify that a user can log out and log back in with the same credentials","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.LoginTests","com.swaglabs.tests.LoginTests","canLogOutAndLogBackIn"
"Adding every seeded product updates the cart badge to match the full count","1753","Verify that adding every seeded product updates the cart badge to six","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","addingAllProductsUpdatesBadgeToSix"
"Reset App State (hamburger menu) clears any items previously added to the cart","5040","Verify that Reset App State clears any items previously added to the cart","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","resetAppStateClearsCart"
"Opening a product from the inventory list shows its details page","1245","Verify that opening a product from the inventory list shows its details page","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","canOpenProductDetails"
"Cancel on checkout step one returns to the cart, keeping its items","1568","Verify that Cancel on checkout step one returns to the cart, keeping its items","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","cancelOnStepOneReturnsToCart"
"Removing an item from the cart page decreases the item count","1241","Verify that removing an item from the cart page decreases the item count","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","canRemoveItemFromCart"
"Invalid credentials are rejected with the exact Swag Labs error message","915","invalidLoginIsRejected(String, String, String) Verify that login is rejected for locked_out_user","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.LoginTests","com.swaglabs.tests.LoginTests","invalidLoginIsRejected"
"Cancel on the checkout overview (step two) returns to the full inventory","1464","Verify that Cancel on the checkout overview returns to the full inventory","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","cancelOnStepTwoReturnsToProducts"
"Checkout step one rejects submission when the postal code is missing","1401","Verify that checkout step one rejects submission when the postal code is missing","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","checkoutRequiresPostalCode"
"Checkout step one rejects submission when the first name is missing","1411","Verify that checkout step one rejects submission when the first name is missing","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","checkoutRequiresFirstName"
"An item added to the cart survives a round trip through its product details page","1196","Verify that an item added to the cart survives a round trip through its product details page","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","cartSurvivesProductDetailsRoundTrip"
"Back Home from the order confirmation page returns to the full inventory","1523","Verify that Back Home from the order confirmation page returns to the full inventory","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","backHomeFromConfirmationReturnsToProducts"
"Sorting by price, high to low, puts the priciest item first","1037","Verify that sorting by price high to low puts the priciest item first","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","canSortProductsByPriceHighToLow"
"Adding a product from its details page also updates the cart badge","1178","Verify that adding a product from its details page also updates the cart badge","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","addingProductFromDetailsPageUpdatesCartBadge"
"Adding a product to the cart from the inventory list updates the cart badge","1018","Verify that adding a product to the cart from the inventory list updates the cart badge","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","addingProductUpdatesCartBadge"
"The order overview's subtotal, tax and total are all present and numerically consistent","1448","Verify that the order overview's subtotal, tax and total are numerically consistent","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","checkoutOverviewTotalsAreConsistent"
