"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Checkout step one rejects submission when the first name is missing","1730","Verify that checkout step one rejects submission when the first name is missing","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","checkoutRequiresFirstName"
"Checkout step one rejects submission when the last name is missing","1704","Verify that checkout step one rejects submission when the last name is missingg","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","checkoutRequiresLastName"
"A standard user can log in and lands on the products page","1110","Verify that a standard user can log in and land on the products page","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.LoginTests","com.swaglabs.tests.LoginTests","standardUserCanLogIn"
"Removing an item from the cart page decreases the item count","1494","Verify that removing an item from the cart page decreases the item count","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","canRemoveItemFromCart"
"Continue Shopping returns from the cart to the full inventory pages","1536","Verify that Continue Shopping returns from the cart to the full inventory pagess","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","continueShoppingReturnsToProducts"
"Checkout can be completed even when the cart is empty","2124","Verify that checkout can be completed even when the cart is empty","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","canCheckoutWithEmptyCart"
"Opening a product from the inventory list shows its details page","1181","Verify that opening a product from the inventory list shows its details page","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","canOpenProductDetails"
"Cancel on checkout step one returns to the cart, keeping its items","1668","Verify that Cancel on checkout step one returns to the cart, keeping its items","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","cancelOnStepOneReturnsToCart"
"Adding a product to the cart from the inventory list updates the cart badge","1193","Verify that adding a product to the cart from the inventory list updates the cart badge","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","addingProductUpdatesCartBadge"
"An item added to the cart survives a round trip through its product details page","1429","Verify that an item added to the cart survives a round trip through its product details page","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","cartSurvivesProductDetailsRoundTrip"
"Adding every seeded product updates the cart badge to match the full count","2028","Verify that adding every seeded product updates the cart badge to six","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","addingAllProductsUpdatesBadgeToSix"
"The cart badge disappears entirely (not just showing zero) once the cart is emptied","1343","Verify that the cart badge disappears entirely once the cart is emptied","","2026-09-14","passed","2026-09-14","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","cartBadgeDisappearsWhenCartBecomesEmpty"
