"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Adding a product to the cart from the inventory list updates the cart badge","1226","addingProductUpdatesCartBadge()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","addingProductUpdatesCartBadge"
"Invalid credentials are rejected with the exact Swag Labs error message","1064","invalidLoginIsRejected(String, String, String) standard_user/ -> ""Epic sadface: Password is required""","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.LoginTests","com.swaglabs.tests.LoginTests","invalidLoginIsRejected"
"Removing an item from the cart page decreases the item count","1536","canRemoveItemFromCart()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","canRemoveItemFromCart"
"Adding a product from its details page also updates the cart badge","1319","addingProductFromDetailsPageUpdatesCartBadge()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","addingProductFromDetailsPageUpdatesCartBadge"
"Continue Shopping returns from the cart to the full inventory page","1368","continueShoppingReturnsToProducts()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","continueShoppingReturnsToProducts"
"A standard user can log in and lands on the products page","1084","standardUserCanLogIn()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.LoginTests","com.swaglabs.tests.LoginTests","standardUserCanLogIn"
"Invalid credentials are rejected with the exact Swag Labs error message","1113","invalidLoginIsRejected(String, String, String) locked_out_user/secret_sauce -> ""Epic sadface: Sorry, this user has been locked out.""","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.LoginTests","com.swaglabs.tests.LoginTests","invalidLoginIsRejected"
"Checkout step one rejects submission when the postal code is missing","1744","checkoutRequiresPostalCode()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","checkoutRequiresPostalCode"
"Adding every seeded product updates the cart badge to match the full count","2082","addingAllProductsUpdatesBadgeToSix()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","addingAllProductsUpdatesBadgeToSix"
"Cancel on the checkout overview (step two) returns to the full inventory","1820","cancelOnStepTwoReturnsToProducts()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","cancelOnStepTwoReturnsToProducts"
"A user can log out and log back in with the same credentials","1648","canLogOutAndLogBackIn()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.LoginTests","com.swaglabs.tests.LoginTests","canLogOutAndLogBackIn"
"Back Home from the order confirmation page returns to the full inventory","1885","backHomeFromConfirmationReturnsToProducts()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","backHomeFromConfirmationReturnsToProducts"
"An item added to the cart survives a round trip through its product details page","1439","cartSurvivesProductDetailsRoundTrip()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","cartSurvivesProductDetailsRoundTrip"
"Inventory page lists all six seeded products","1117","productsPageListsSixItems()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","productsPageListsSixItems"
"Cancel on checkout step one returns to the cart, keeping its items","1473","cancelOnStepOneReturnsToCart()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","cancelOnStepOneReturnsToCart"
"Opening a product from the inventory list shows its details page","1210","canOpenProductDetails()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","canOpenProductDetails"
"Sorting by price, low to high, puts the cheapest item first","1193","canSortProductsByPriceLowToHigh()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","canSortProductsByPriceLowToHigh"
"Sorting by price, high to low, puts the priciest item first","1190","canSortProductsByPriceHighToLow()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.ProductTests","com.swaglabs.tests.ProductTests","canSortProductsByPriceHighToLow"
"Navigating directly to the inventory page without logging in is rejected","994","cannotAccessInventoryPageDirectlyWithoutLogin()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.LoginTests","com.swaglabs.tests.LoginTests","cannotAccessInventoryPageDirectlyWithoutLogin"
"Checkout can be completed even when the cart is empty","1974","canCheckoutWithEmptyCart()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","canCheckoutWithEmptyCart"
"The order overview's subtotal, tax and total are all present and numerically consistent","1896","checkoutOverviewTotalsAreConsistent()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","checkoutOverviewTotalsAreConsistent"
"Items added on the products page appear in the cart","1380","addedItemsAppearInCart()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","addedItemsAppearInCart"
"Checkout step one rejects submission when the last name is missing","1678","checkoutRequiresLastName()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","checkoutRequiresLastName"
"Reset App State (hamburger menu) clears any items previously added to the cart","6010","resetAppStateClearsCart()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","resetAppStateClearsCart"
"Checkout step one rejects submission when the first name is missing","1785","checkoutRequiresFirstName()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","checkoutRequiresFirstName"
"The cart badge disappears entirely (not just showing zero) once the cart is emptied","1365","cartBadgeDisappearsWhenCartBecomesEmpty()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CartTests","com.swaglabs.tests.CartTests","cartBadgeDisappearsWhenCartBecomesEmpty"
"A full checkout with valid buyer info completes and shows the confirmation page","1839","canCompleteCheckoutWithValidInfo()","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.CheckoutTests","com.swaglabs.tests.CheckoutTests","canCompleteCheckoutWithValidInfo"
"Invalid credentials are rejected with the exact Swag Labs error message","1082","invalidLoginIsRejected(String, String, String) no_such_user/secret_sauce -> ""Epic sadface: Username and password do not match any user in this service""","","2026-09-10","passed","2026-09-10","","com.swaglabs.tests.LoginTests","com.swaglabs.tests.LoginTests","invalidLoginIsRejected"
